-0.03	0
0.00	0
0.03	51.9
0.06	54
0.09	55.8
0.12	58.2
0.15	59.5
0.18	61.4
0.21	65.1
0.24	68.5
0.27	71.6
0.30	72.7
0.33	74.3
0.36	77.5
0.39	80.3
0.42	82.5
0.45	83.8
0.48	84.6
0.51	85.6
0.54	87.4
0.57	88.5
0.60	89.8
0.63	90.2
0.66	90.7
0.69	91.5
0.72	92.4
0.75	93.8
0.78	94.8
0.81	95.1
0.84	95.5
0.87	96.1
0.90	96.5
0.93	96.7
0.96	97.7
0.99	97.6
1.02	97.6
1.05	98.1
1.08	98.3
1.11	98.6
1.14	98.7
1.17	99
1.20	99.3
1.23	98.9
1.26	99.1
1.29	99.5
1.32	99.4
1.35	99.5
1.38	99.6
1.41	99.5
1.44	99.4
1.47	99.3
1.50	99.5
1.53	99.6
1.56	99.6
1.59	100
1.62	99.6
1.65	99.3
1.68	99.5
1.71	99.3
1.74	99.4
1.77	99
1.80	99
1.83	99
1.86	99.1
1.89	98.9
1.93	98.4
1.96	98.6
1.99	98.6
2.02	98.6
2.05	98.6
2.08	98.6
2.11	98.4
2.14	98.3
2.17	98.1
2.20	98
2.23	97.9
2.26	98
2.29	97.5
2.32	97.4
2.35	97.4
2.38	96.9
2.41	97
2.44	96.8
2.47	96.4
2.50	96.5
2.53	96.5
2.56	96.6
2.59	96.2
2.62	96
2.65	96.1
2.68	96.1
2.71	96
2.74	95.9
2.77	95.5
2.80	95.6
2.83	95.6
2.86	95.4
2.89	95.1
2.92	95.1
2.95	94.6
2.98	94.3
3.01	94.1
3.04	94
3.07	94.4
3.10	94.3
3.13	93.9
3.16	93.9
3.19	94
3.22	94.1
3.25	93.2
3.28	93.4
3.31	93.3
3.34	93.3
3.37	93.3
3.40	92.8
3.43	92.8
3.46	92.4
3.49	92.7
3.52	92.8
3.55	92.8
3.58	92.3
3.61	92.2
3.64	91.7
3.67	91.6
3.70	91.6
3.73	91.6
3.76	91.3
3.79	91
3.82	91.1
3.85	91.2
3.88	90.9
3.91	90.5
3.94	90.7
3.97	90.3
4.00	90.1
4.03	90
4.06	90.3
4.09	90.1
4.12	89.8
4.15	89.6
4.18	89.5
4.21	89.3
4.24	89.2
4.27	89
4.30	88.9
4.33	89
4.36	88.8
4.39	88.7
4.42	88.4
4.45	88.4
4.48	88.3
4.51	88.1
4.54	88
4.57	88.4
4.60	88.2
4.63	87.9
4.66	87.6
4.69	87.5
4.72	87.5
4.75	87.3
4.78	87
4.81	87.1
4.84	87
4.87	87
4.90	87.1
4.93	86.4
4.96	86.1
4.99	86.2
5.02	86.2
5.05	86.2
5.08	85.9
5.11	85.5
5.14	85.5
5.17	85.4
5.20	85.3
5.23	85.3
5.26	85.5
5.29	84.9
5.32	84.7
5.35	84.7
5.38	84.7
5.41	84.5
5.44	84.4
5.47	84.4
